PARTITIONCOL,BUSINESS,PRODUCT,SUB_PRODUCT,STAGE_ORDER,STAGE_NAMES,Journey_name,ENTRYPOINT_STAGE,clicks,users,EP_PLATFORM
202608,PERSONALLOAN,RTL,RSL_NO_OFFER,17.0,KYC_VERIFICATION_PAGE VIEWED,RSL_NO_OFFER,DPAOP3,439756,68467,APP
202608,PERSONALLOAN,RTL,RPPL,3.0,PERSONAL DETAILS PAGE VIEWED,RPPL_FUW,JOURNEY_3,725,383,CT-WEB
202608,PERSONALLOAN,RTL,RSL_NO_OFFER,25.0,APPLICATION SUBMITTED SUCCESSFULLY VIEWED,RSL_NO_OFFER,JOURNEY_3,2442,2179,CT-WEB
202608,PERSONALLOAN,RTL,RPPL,2.0,PDP PAGE > CHECK LOAN OFFER,RPPL_FUW,DPAOP3,24281,9217,APP
202608,PERSONALLOAN,RTL,RPPL,4.0,PERSONAL DETAILS PAGE CALL US,RPPL_FUW,DPAOP3,210,173,APP
202608,PERSONALLOAN,RTL,RPPL,1.0,PDP PAGE VIEW,RPPL_FUW,DPAOP3,132374,16915,APP
202608,PERSONALLOAN,RTL,RPL_FULL_UW,4.4,PERSONAL DETAILS PAGE GACB > TNC ERROR,RPL_FULL_UW,JOURNEY_3,1,1,CT-WEB
202608,PERSONALLOAN,RTL,RPPL,12.0,EMPLOYMENT DETAILS PAGE,RPPL_FUW,JOURNEY_3,208,118,CT-WEB
202608,PERSONALLOAN,RTL,RPPL,22.0,APPLICATION SUBMITTED SUCCESSFULLY,RPPL_FUW,DPAOP3,1087,309,APP
202608,PERSONALLOAN,RTL,RPL_GIN,1.0,PDP PAGE VIEW,RPL_STP,JOURNEY_3,73,49,APP
202608,PERSONALLOAN,RTL,RSL_NO_OFFER,3.0,PERSONAL DETAILS PAGE VIEWED,RSL_NO_OFFER,JOURNEY_3,455,175,APP
202608,PERSONALLOAN,RTL,RPL_FULL_UW,3.0,PERSONAL DETAILS PAGE VIEWED,RPL_FULL_UW,DPAOP3,221343,51678,APP
202608,PERSONALLOAN,RTL,RSL_NO_OFFER,26.0,APPLICATION SUBMITTED SUCCESSFULLY,RSL_NO_OFFER,JOURNEY_3,2441,1992,CT-WEB
202608,PERSONALLOAN,RTL,RSL_PREAPPROVED,22.0,APPLICATION SUBMITTED SUCCESSFULLY,RSL_PREAPPROVED,DPAOP3,4629,1080,APP
202608,PERSONALLOAN,RTL,RSL_PREAPPROVED,16.0,LOAN SUMMARY PAGE > SAVE TO CART,RSL_PREAPPROVED,DPAOP3,48,36,APP
202608,PERSONALLOAN,RTL,RPL_FULL_UW,19.0,BANK DETAILS PAGE VIEWED,RPL_FULL_UW,DPAOP3,471,88,APP
202608,PERSONALLOAN,RTL,RSL_NO_OFFER,13.0,OFFICE ADDRESS VIEWED,RSL_NO_OFFER,JOURNEY_3,3337,2250,CT-WEB
202608,PERSONALLOAN,RTL,RSL_NO_OFFER,4.0,PERSONAL DETAILS PAGE SUBMIT,RSL_NO_OFFER,JOURNEY_3,281,161,APP
202608,PERSONALLOAN,RTL,RPL_FULL_UW,4.1,PERSONAL DETAILS PAGE CALL US > WITH ERROR- VALIDATION ERROR,RPL_FULL_UW,DPAOP3,3666,2477,APP
202608,PERSONALLOAN,RTL,RPPL,21.0,APPLICATION SUBMITTED SUCCESSFULLY VIEWED,RPPL_FUW,DPAOP3,1431,414,APP
202608,PERSONALLOAN,RTL,RPL_GIN,11.0,OFFER POPUP VIEWED,RPL_STP,JOURNEY_3,235,111,CT-WEB
202608,PERSONALLOAN,RTL,RPPL,11.0,EMPLOYMENT DETAILS PAGE VIEWED,RPPL_FUW,JOURNEY_3,389,233,CT-WEB
202608,PERSONALLOAN,RTL,RSL_NO_OFFER,16.0,LOAN SUMMARY PAGE > SAVE TO CART,RSL_NO_OFFER,DPAOP3,2503,2141,APP
202608,PERSONALLOAN,RTL,RPL_GIN,4.0,PERSONAL DETAILS PAGE CALL US,RPL_STP,DPAOP3,565,480,APP
202608,PERSONALLOAN,RTL,RSL_NO_OFFER,4.0,PERSONAL DETAILS PAGE SUBMIT,RSL_NO_OFFER,DPAOP3,686787,208676,APP
202608,PERSONALLOAN,RTL,RSL_PREAPPROVED,16.0,LOAN SUMMARY PAGE,RSL_PREAPPROVED,DPAOP3,1755,987,APP
202608,PERSONALLOAN,RTL,RSL_NO_OFFER,15.0,OFFER POPUP VIEWED,RSL_NO_OFFER,JOURNEY_3,3666,1590,CT-WEB
202608,PERSONALLOAN,RTL,RPL_FULL_UW,22.0,APPLICATION SUBMITTED SUCCESSFULLY,RPL_FULL_UW,DPAOP3,20083,7694,APP
202608,PERSONALLOAN,RTL,RPPL,16.0,LOAN SUMMARY PAGE > GET A CALL BACK,RPPL_FUW,DPAOP3,56,41,APP
202608,PERSONALLOAN,RTL,RSL_PREAPPROVED,3.0,PERSONAL DETAILS PAGE VIEWED,RSL_PREAPPROVED,DPAOP3,13747,3093,APP
202608,PERSONALLOAN,RTL,RSL_PREAPPROVED,13.0,OFFICE ADDRESS PAGE VIEWED,RSL_PREAPPROVED,DPAOP3,403,268,APP
202608,PERSONALLOAN,RTL,RSL_NO_OFFER,12.0,EMPLOYMENT DETAILS PAGE,RSL_NO_OFFER,JOURNEY_3,2457,1432,CT-WEB
202608,PERSONALLOAN,RTL,RPL_FULL_UW,11.0,INCOME VERIFICATION LANDING PAGE VIEWED,RPL_FULL_UW,DPAOP3,38553,27494,APP
202608,PERSONALLOAN,RTL,RPPL,13.0,OFFICE ADDRESS VIEWED,RPPL_FUW,JOURNEY_3,107,58,CT-WEB
202608,PERSONALLOAN,RTL,RPL_FULL_UW,4.0,PERSONAL DETAILS PAGE SUBMIT,RPL_FULL_UW,JOURNEY_3,60,33,APP
202608,PERSONALLOAN,RTL,RPL_FULL_UW,4.3,PERSONAL DETAILS PAGE SUBMIT > ERROR ON SCREEN,RPL_FULL_UW,JOURNEY_3,941,429,CT-WEB
202608,PERSONALLOAN,RTL,RSL_PREAPPROVED,4.1,PERSONAL DETAILS PAGE SUBMIT > WITH ERROR- VALIDATION ERROR,RSL_PREAPPROVED,DPAOP3,4527,787,APP
202608,PERSONALLOAN,RTL,RSL_NO_OFFER,4.4,PERSONAL DETAILS PAGE SUBMIT > TNC ERROR,RSL_NO_OFFER,JOURNEY_3,91,57,CT-WEB
202608,PERSONALLOAN,RTL,RSL_NO_OFFER,19.0,LOAN SUMMARY PAGE VIEWED,RSL_NO_OFFER,JOURNEY_3,2149,1530,CT-WEB
202608,PERSONALLOAN,RTL,RPPL,16.0,LOAN SUMMARY PAGE,RPPL_FUW,DPAOP3,1395,563,APP
202608,PERSONALLOAN,RTL,RPL_FULL_UW,2.0,PDP PAGE > CALLUS,RPL_FULL_UW,DPAOP3,7,7,APP
202608,PERSONALLOAN,RTL,RSL_LINE,1.0,PDP PAGE VIEW,RSL_LINE,DPAOP3,272,78,APP
202608,PERSONALLOAN,RTL,RSL_NO_OFFER,4.2,PERSONAL DETAILS PAGE SUBMIT > FIELD ERROR,RSL_NO_OFFER,JOURNEY_3,108,50,APP
202608,PERSONALLOAN,RTL,RSL_PREAPPROVED,4.1,PERSONAL DETAILS PAGE SUBMIT > MULTIPLE ERROR,RSL_PREAPPROVED,JOURNEY_3,21,11,CT-WEB
202608,PERSONALLOAN,RTL,RPL_FULL_UW,16.0,LOAN SUMMARY PAGE > GET A CALL BACK,RPL_FULL_UW,DPAOP3,122,111,APP
202608,PERSONALLOAN,RTL,RPPL,23.0,BANK DETAILS PAGE VIEWED,RPPL_FUW,JOURNEY_3,6,6,CT-WEB
202608,PERSONALLOAN,RTL,RPL_GIN,23.0,APPROVED LOAN SUMMARY PAGE VIEWED,RPL_STP,JOURNEY_3,0,0,CT-WEB
202608,PERSONALLOAN,RTL,RSL_PREAPPROVED,3.0,PERSONAL DETAILS PAGE VIEWED,RSL_PREAPPROVED,JOURNEY_3,9,6,APP
202608,PERSONALLOAN,RTL,RPL_GIN,4.2,PERSONAL DETAILS PAGE SUBMIT > FIELD ERROR,RPL_STP,JOURNEY_3,12,5,APP
202608,PERSONALLOAN,RTL,RPL_FULL_UW,4.0,PERSONAL DETAILS PAGE GACB,RPL_FULL_UW,JOURNEY_3,50,41,CT-WEB
202608,PERSONALLOAN,RTL,RSL_PREAPPROVED,26.0,APPLICATION SUBMITTED SUCCESSFULLY,RSL_PREAPPROVED,JOURNEY_3,6,6,CT-WEB
202608,PERSONALLOAN,RTL,RSL_NO_OFFER,24.0,BANK DETAILS PAGE,RSL_NO_OFFER,JOURNEY_3,32,17,APP
202608,PERSONALLOAN,RTL,RPL_FULL_UW,11.0,EMPLOYMENT DETAILS PAGE VIEWED,RPL_FULL_UW,JOURNEY_3,4,4,APP
202608,PERSONALLOAN,RTL,RPL_FULL_UW,14.0,OFFICE ADDRESS,RPL_FULL_UW,JOURNEY_3,10,10,APP
202608,PERSONALLOAN,RTL,RSL_PREAPPROVED,15.0,OFFER POPUP VIEWED,RSL_PREAPPROVED,JOURNEY_3,10,4,CT-WEB
202608,PERSONALLOAN,RTL,RSL_PREAPPROVED,1.0,PDP PAGE VIEW,RSL_PREAPPROVED,JOURNEY_3,13,10,APP
202608,PERSONALLOAN,RTL,RSL_PREAPPROVED,21.0,KYC_DETAILS_PAGE VIEWED,RSL_PREAPPROVED,JOURNEY_3,23,5,CT-WEB
202608,PERSONALLOAN,RTL,RSL_LINE,15.0,LOAN SUMMARY PAGE VIEWED,RSL_LINE,DPAOP3,15,4,APP
202608,PERSONALLOAN,RTL,RSL_PREAPPROVED,14.0,OFFICE ADDRESS,RSL_PREAPPROVED,JOURNEY_3,4,3,CT-WEB
202608,PERSONALLOAN,RTL,RPPL,21.0,KYC_DETAILS_PAGE VIEWED,RPPL_FUW,JOURNEY_3,14,9,CT-WEB
202608,PERSONALLOAN,RTL,RSL_NO_OFFER,22.0,KYC_DETAILS_PAGE,RSL_NO_OFFER,JOURNEY_3,31,8,APP
202608,PERSONALLOAN,RTL,RPL_GIN,2.0,PDP PAGE > APPLY NOW,RPL_STP,JOURNEY_3,3,1,APP
202608,PERSONALLOAN,RTL,RPL_FULL_UW,2.0,PDP PAGE > APPLY NOW,RPL_FULL_UW,JOURNEY_3,5,4,APP
202608,PERSONALLOAN,RTL,RSL_NO_OFFER,12.0,EMPLOYMENT DETAILS PAGE,RSL_NO_OFFER,JOURNEY_3,28,26,APP
202608,PERSONALLOAN,RTL,RSL_PREAPPROVED,23.0,BANK DETAILS PAGE VIEWED,RSL_PREAPPROVED,JOURNEY_3,1,1,APP
202608,PERSONALLOAN,RTL,RPL_FULL_UW,27.0,LOAN DISBURSAL INITIATED VIEWED,RPL_FULL_UW,JOURNEY_3,6,4,CT-WEB
202608,PERSONALLOAN,RTL,RSL_LINE,16.0,LOAN SUMMARY PAGE,RSL_LINE,DPAOP3,9,4,APP
202608,PERSONALLOAN,RTL,RPL_GIN,4.0,PERSONAL DETAILS PAGE GACB,RPL_STP,JOURNEY_3,0,0,CT-WEB
202608,PERSONALLOAN,RTL,RSL_LINE,21.0,APPLICATION SUBMITTED SUCCESSFULLY VIEWED,RSL_LINE,DPAOP3,12,4,APP
202608,PERSONALLOAN,RTL,RSL_PREAPPROVED,25.0,APPLICATION SUBMITTED SUCCESSFULLY VIEWED,RSL_PREAPPROVED,JOURNEY_3,3,1,APP
202608,PERSONALLOAN,RTL,RSL_LINE,2.0,PDP PAGE > CALLUS,RSL_LINE,DPAOP3,1,1,APP
202608,PERSONALLOAN,RTL,RPL_GIN,4.3,PERSONAL DETAILS PAGE SUBMIT > ERROR ON SCREEN,RPL_STP,JOURNEY_3,2,1,APP
202608,PERSONALLOAN,RTL,RSL_NO_OFFER,20.0,BANK DETAILS PAGE,RSL_NO_OFFER,DPAOP3,128834,50036,APP
202608,PERSONALLOAN,RTL,RPL_FULL_UW,12.0,INCOME VERIFICATION LANDING PAGE,RPL_FULL_UW,DPAOP3,16526,15264,APP
202608,PERSONALLOAN,RTL,RPPL,4.1,PERSONAL DETAILS PAGE SUBMIT > WITH ERROR- VALIDATION ERROR,RPPL_FUW,DPAOP3,17658,1868,APP
202608,PERSONALLOAN,RTL,RSL_NO_OFFER,23.0,BANK DETAILS PAGE VIEWED,RSL_NO_OFFER,JOURNEY_3,47,24,APP
202608,PERSONALLOAN,RTL,RSL_NO_OFFER,4.0,PERSONAL DETAILS PAGE SUBMIT,RSL_NO_OFFER,JOURNEY_3,6837,5110,CT-WEB
202608,PERSONALLOAN,RTL,RPL_FULL_UW,13.0,OFFICE ADDRESS PAGE VIEWED,RPL_FULL_UW,DPAOP3,3595,2605,APP
202608,PERSONALLOAN,RTL,RSL_NO_OFFER,15.0,LOAN SUMMARY PAGE VIEWED,RSL_NO_OFFER,DPAOP3,163031,72020,APP
202608,PERSONALLOAN,RTL,RSL_PREAPPROVED,11.0,INCOME VERIFICATION LANDING PAGE VIEWED,RSL_PREAPPROVED,DPAOP3,3460,2052,APP
202608,PERSONALLOAN,RTL,RPL_FULL_UW,4.0,PERSONAL DETAILS PAGE CALL US,RPL_FULL_UW,DPAOP3,6246,5066,APP
202608,PERSONALLOAN,RTL,RSL_NO_OFFER,25.0,APPLICATION SUBMITTED SUCCESSFULLY VIEWED,RSL_NO_OFFER,JOURNEY_3,51,35,APP
202608,PERSONALLOAN,RTL,RPL_FULL_UW,4.0,PERSONAL DETAILS PAGE SUBMIT,RPL_FULL_UW,DPAOP3,74547,34660,APP
202608,PERSONALLOAN,RTL,RPL_GIN,4.1,PERSONAL DETAILS PAGE CALL US > WITH ERROR- VALIDATION ERROR,RPL_STP,DPAOP3,358,287,APP
202608,PERSONALLOAN,RTL,RSL_NO_OFFER,19.0,BANK DETAILS PAGE VIEWED,RSL_NO_OFFER,DPAOP3,121293,55520,APP
202608,PERSONALLOAN,RTL,RSL_NO_OFFER,11.0,EMPLOYMENT DETAILS PAGE VIEWED,RSL_NO_OFFER,JOURNEY_3,4699,3136,CT-WEB
202608,PERSONALLOAN,RTL,RPL_FULL_UW,21.0,APPLICATION SUBMITTED SUCCESSFULLY VIEWED,RPL_FULL_UW,DPAOP3,22535,10364,APP
202608,PERSONALLOAN,RTL,RPL_GIN,3.0,PERSONAL DETAILS PAGE VIEWED,RPL_STP,DPAOP3,22738,6194,APP
202608,PERSONALLOAN,RTL,RSL_PREAPPROVED,1.0,PDP PAGE VIEW,RSL_PREAPPROVED,DPAOP3,44450,6087,APP
202608,PERSONALLOAN,RTL,RSL_PREAPPROVED,2.0,PDP PAGE > CHECK LOAN OFFER,RSL_PREAPPROVED,DPAOP3,5202,3014,APP
202608,PERSONALLOAN,RTL,RPL_FULL_UW,4.1,PERSONAL DETAILS PAGE SUBMIT > WITH ERROR- VALIDATION ERROR,RPL_FULL_UW,DPAOP3,86247,13939,APP
202608,PERSONALLOAN,RTL,RSL_LINE,11.0,INCOME VERIFICATION LANDING PAGE VIEWED,RSL_LINE,DPAOP3,24,16,APP
202608,PERSONALLOAN,RTL,RSL_PREAPPROVED,17.0,KYC_VERIFICATION_PAGE VIEWED,RSL_PREAPPROVED,DPAOP3,5610,978,APP
202608,PERSONALLOAN,RTL,RPL_FULL_UW,19.0,LOAN SUMMARY PAGE VIEWED,RPL_FULL_UW,JOURNEY_3,85,31,CT-WEB
202608,PERSONALLOAN,RTL,RPL_FULL_UW,20.0,LOAN SUMMARY PAGE,RPL_FULL_UW,JOURNEY_3,41,24,CT-WEB
202608,PERSONALLOAN,RTL,RSL_PREAPPROVED,20.0,BANK DETAILS PAGE,RSL_PREAPPROVED,DPAOP3,1615,702,APP
202608,PERSONALLOAN,RTL,RSL_NO_OFFER,11.0,EMPLOYMENT DETAILS PAGE VIEWED,RSL_NO_OFFER,JOURNEY_3,47,35,APP
202608,PERSONALLOAN,RTL,RSL_PREAPPROVED,4.1,PERSONAL DETAILS PAGE CALL US > WITH ERROR- VALIDATION ERROR,RSL_PREAPPROVED,DPAOP3,140,90,APP
202608,PERSONALLOAN,RTL,RPL_FULL_UW,12.0,EMPLOYMENT DETAILS PAGE,RPL_FULL_UW,JOURNEY_3,3,2,APP
202608,PERSONALLOAN,RTL,RSL_NO_OFFER,14.0,OFFICE ADDRESS,RSL_NO_OFFER,JOURNEY_3,50,39,APP
202608,PERSONALLOAN,RTL,RPPL,15.0,OFFER POPUP VIEWED,RPPL_FUW,JOURNEY_3,109,37,CT-WEB
202608,PERSONALLOAN,RTL,RPL_FULL_UW,17.0,KYC_VERIFICATION_PAGE VIEWED,RPL_FULL_UW,DPAOP3,5284,4962,APP
202608,PERSONALLOAN,RTL,RPL_FULL_UW,20.0,BANK DETAILS PAGE,RPL_FULL_UW,DPAOP3,446,81,APP
202608,PERSONALLOAN,RTL,RSL_NO_OFFER,23.0,BANK DETAILS PAGE VIEWED,RSL_NO_OFFER,JOURNEY_3,1604,1068,CT-WEB
202608,PERSONALLOAN,RTL,RPL_FULL_UW,20.0,BANK DETAILS PAGE >SAVE TO CART,RPL_FULL_UW,DPAOP3,62,28,APP
202608,PERSONALLOAN,RTL,RPPL,3.0,PERSONAL DETAILS PAGE VIEWED,RPPL_FUW,DPAOP3,40080,9452,APP
202608,PERSONALLOAN,RTL,RPPL,4.0,PERSONAL DETAILS PAGE SUBMIT,RPPL_FUW,DPAOP3,17435,8002,APP
202608,PERSONALLOAN,RTL,RSL_NO_OFFER,4.1,PERSONAL DETAILS PAGE SUBMIT > WITH ERROR- VALIDATION ERROR,RSL_NO_OFFER,DPAOP3,251006,49142,APP
202608,PERSONALLOAN,RTL,RPL_FULL_UW,16.0,LOAN SUMMARY PAGE,RPL_FULL_UW,DPAOP3,6268,5209,APP
202608,PERSONALLOAN,RTL,RPPL,2.0,PDP PAGE > CALLUS,RPPL_FUW,DPAOP3,2439,1628,APP
202608,PERSONALLOAN,RTL,RPPL,12.0,INCOME VERIFICATION LANDING PAGE,RPPL_FUW,DPAOP3,6378,5329,APP
202608,PERSONALLOAN,RTL,RPL_GIN,4.3,PERSONAL DETAILS PAGE SUBMIT > ERROR ON SCREEN,RPL_STP,JOURNEY_3,48,22,CT-WEB
202608,PERSONALLOAN,RTL,RSL_NO_OFFER,4.1,PERSONAL DETAILS PAGE SUBMIT > MULTIPLE ERROR,RSL_NO_OFFER,JOURNEY_3,32,16,APP
202608,PERSONALLOAN,RTL,RPL_FULL_UW,4.2,PERSONAL DETAILS PAGE SUBMIT > FIELD ERROR,RPL_FULL_UW,JOURNEY_3,13,10,APP
202608,PERSONALLOAN,RTL,RPL_FULL_UW,24.0,BANK DETAILS PAGE,RPL_FULL_UW,JOURNEY_3,5,2,CT-WEB
202608,PERSONALLOAN,RTL,RPPL,25.0,APPLICATION SUBMITTED SUCCESSFULLY VIEWED,RPPL_FUW,JOURNEY_3,12,6,CT-WEB
202608,PERSONALLOAN,RTL,RPPL,14.0,OFFICE ADDRESS,RPPL_FUW,JOURNEY_3,37,36,CT-WEB
202608,PERSONALLOAN,RTL,RPL_GIN,15.0,LOAN SUMMARY PAGE VIEWED,RPL_STP,DPAOP3,48,10,APP
202608,PERSONALLOAN,RTL,RPL_FULL_UW,16.0,OFFER POPUP,RPL_FULL_UW,JOURNEY_3,46,33,CT-WEB
202608,PERSONALLOAN,RTL,RSL_NO_OFFER,15.0,OFFER POPUP VIEWED,RSL_NO_OFFER,JOURNEY_3,38,10,APP
202608,PERSONALLOAN,RTL,RSL_LINE,4.0,PERSONAL DETAILS PAGE CALL US,RSL_LINE,DPAOP3,1,1,APP
202608,PERSONALLOAN,RTL,RSL_PREAPPROVED,24.0,BANK DETAILS PAGE,RSL_PREAPPROVED,JOURNEY_3,4,3,CT-WEB
202608,PERSONALLOAN,RTL,RSL_PREAPPROVED,22.0,KYC_DETAILS_PAGE,RSL_PREAPPROVED,JOURNEY_3,15,4,CT-WEB
202608,PERSONALLOAN,RTL,RSL_LINE,2.0,PDP PAGE > APPLY NOW,RSL_LINE,DPAOP3,1,1,APP
202608,PERSONALLOAN,RTL,RSL_PREAPPROVED,4.0,PERSONAL DETAILS PAGE SUBMIT,RSL_PREAPPROVED,JOURNEY_3,5,3,APP
202608,PERSONALLOAN,RTL,RSL_NO_OFFER,18.0,"OFFER DETAILS,EDIT OFFER DETAILS",RSL_NO_OFFER,JOURNEY_3,30,10,APP
202608,PERSONALLOAN,RTL,RPL_GIN,4.3,PERSONAL DETAILS PAGE GACB > ERROR ON SCREEN,RPL_STP,JOURNEY_3,3,3,CT-WEB
202608,PERSONALLOAN,RTL,RSL_PREAPPROVED,11.0,EMPLOYMENT DETAILS PAGE VIEWED,RSL_PREAPPROVED,JOURNEY_3,2,2,APP
202608,PERSONALLOAN,RTL,RSL_NO_OFFER,20.0,LOAN SUMMARY PAGE,RSL_NO_OFFER,JOURNEY_3,43,30,APP
202608,PERSONALLOAN,RTL,RPPL,24.0,BANK DETAILS PAGE,RPPL_FUW,JOURNEY_3,2,2,CT-WEB
202608,PERSONALLOAN,RTL,RPL_GIN,4.1,PERSONAL DETAILS PAGE SUBMIT > MULTIPLE ERROR,RPL_STP,JOURNEY_3,163,54,CT-WEB
202608,PERSONALLOAN,RTL,RSL_LINE,3.0,PERSONAL DETAILS PAGE VIEWED,RSL_LINE,DPAOP3,98,24,APP
202608,PERSONALLOAN,RTL,RSL_NO_OFFER,13.0,OFFICE ADDRESS VIEWED,RSL_NO_OFFER,JOURNEY_3,75,48,APP
202608,PERSONALLOAN,RTL,RSL_PREAPPROVED,17.0,"OFFER DETAILS,EDIT OFFER DETAILS VIEWED",RSL_PREAPPROVED,JOURNEY_3,5,3,CT-WEB
202608,PERSONALLOAN,RTL,RPL_FULL_UW,26.0,APPLICATION SUBMITTED SUCCESSFULLY,RPL_FULL_UW,JOURNEY_3,12,10,CT-WEB
202608,PERSONALLOAN,RTL,RSL_PREAPPROVED,4.1,PERSONAL DETAILS PAGE GACB > MULTIPLE ERROR,RSL_PREAPPROVED,JOURNEY_3,4,3,CT-WEB
202608,PERSONALLOAN,RTL,RSL_PREAPPROVED,4.0,PERSONAL DETAILS PAGE GACB,RSL_PREAPPROVED,JOURNEY_3,3,3,CT-WEB
202608,PERSONALLOAN,RTL,RSL_LINE,22.0,APPLICATION SUBMITTED SUCCESSFULLY,RSL_LINE,DPAOP3,9,3,APP
202608,PERSONALLOAN,RTL,RPL_FULL_UW,22.0,KYC_DETAILS_PAGE,RPL_FULL_UW,JOURNEY_3,20,12,CT-WEB
202608,PERSONALLOAN,RTL,RPPL,14.0,OFFICE ADDRESS,RPPL_FUW,JOURNEY_3,3,3,APP
202608,PERSONALLOAN,RTL,RPL_FULL_UW,4.3,PERSONAL DETAILS PAGE GACB > ERROR ON SCREEN,RPL_FULL_UW,JOURNEY_3,39,30,CT-WEB
202608,PERSONALLOAN,RTL,RPL_FULL_UW,18.0,"OFFER DETAILS,EDIT OFFER DETAILS",RPL_FULL_UW,JOURNEY_3,36,16,CT-WEB
202608,PERSONALLOAN,RTL,RPPL,1.0,PDP PAGE VIEW,RPPL_FUW,JOURNEY_3,28,17,APP
202608,PERSONALLOAN,RTL,RPL_FULL_UW,25.0,APPLICATION SUBMITTED SUCCESSFULLY VIEWED,RPL_FULL_UW,JOURNEY_3,19,11,CT-WEB
202608,PERSONALLOAN,RTL,RPPL,4.2,PERSONAL DETAILS PAGE SUBMIT > FIELD ERROR,RPPL_FUW,JOURNEY_3,3,3,APP
202608,PERSONALLOAN,RTL,RPL_GIN,13.0,"OFFER DETAILS,EDIT OFFER DETAILS VIEWED",RPL_STP,JOURNEY_3,13,8,CT-WEB
202608,PERSONALLOAN,RTL,RPL_GIN,4.0,PERSONAL DETAILS PAGE SUBMIT,RPL_STP,JOURNEY_3,10,9,APP
202608,PERSONALLOAN,RTL,RPPL,20.0,LOAN SUMMARY PAGE,RPPL_FUW,JOURNEY_3,10,9,CT-WEB
202608,PERSONALLOAN,RTL,RPPL,25.0,APPLICATION SUBMITTED SUCCESSFULLY VIEWED,RPPL_FUW,JOURNEY_3,12,3,APP
202608,PERSONALLOAN,RTL,RPL_FULL_UW,23.0,BANK DETAILS PAGE VIEWED,RPL_FULL_UW,JOURNEY_3,2,2,APP
202608,PERSONALLOAN,RTL,RPPL,1.1,PDP PAGE VIEW > WITH ERROR,RPPL_FUW,JOURNEY_3,1,1,APP
202608,PERSONALLOAN,RTL,RPL_GIN,2.0,PDP PAGE > APPLY NOW,RPL_STP,DPAOP3,2,2,APP
202608,PERSONALLOAN,RTL,RPL_FULL_UW,19.0,LOAN SUMMARY PAGE VIEWED,RPL_FULL_UW,JOURNEY_3,6,5,APP
202608,PERSONALLOAN,RTL,RPL_GIN,4.0,PERSONAL DETAILS PAGE GACB,RPL_STP,JOURNEY_3,1,1,APP
202608,PERSONALLOAN,RTL,RPL_GIN,2.0,PDP PAGE > CALLUS,RPL_STP,DPAOP3,2,2,APP
202608,PERSONALLOAN,RTL,RSL_PREAPPROVED,19.0,LOAN SUMMARY PAGE VIEWED,RSL_PREAPPROVED,JOURNEY_3,2,2,APP
202608,PERSONALLOAN,RTL,RPPL,17.0,"OFFER DETAILS,EDIT OFFER DETAILS VIEWED",RPPL_FUW,JOURNEY_3,22,7,CT-WEB
202608,PERSONALLOAN,RTL,RPL_GIN,4.4,PERSONAL DETAILS PAGE SUBMIT > TNC ERROR,RPL_STP,JOURNEY_3,12,3,CT-WEB
202608,PERSONALLOAN,RTL,RPL_FULL_UW,4.1,PERSONAL DETAILS PAGE SUBMIT > MULTIPLE ERROR,RPL_FULL_UW,JOURNEY_3,1,1,APP
202608,PERSONALLOAN,RTL,RSL_PREAPPROVED,4.2,PERSONAL DETAILS PAGE SUBMIT > FIELD ERROR,RSL_PREAPPROVED,JOURNEY_3,3,2,APP
202608,PERSONALLOAN,RTL,RSL_PREAPPROVED,2.0,PDP PAGE > APPLY NOW,RSL_PREAPPROVED,JOURNEY_3,6,3,APP
202608,PERSONALLOAN,RTL,RSL_LINE,4.1,PERSONAL DETAILS PAGE SUBMIT > WITH ERROR- VALIDATION ERROR,RSL_LINE,DPAOP3,4,4,APP
202608,PERSONALLOAN,RTL,RPL_FULL_UW,26.0,APPLICATION SUBMITTED SUCCESSFULLY,RPL_FULL_UW,JOURNEY_3,9,7,APP
202608,PERSONALLOAN,RTL,RPL_FULL_UW,2.0,PDP PAGE > START NEW APPLICATION,RPL_FULL_UW,JOURNEY_3,1,1,APP
202608,PERSONALLOAN,RTL,RPL_GIN,15.0,LOAN SUMMARY PAGE VIEWED,RPL_STP,JOURNEY_3,0,0,CT-WEB
202608,PERSONALLOAN,RTL,RSL_LINE,15.0,OFFER POPUP VIEWED,RSL_LINE,JOURNEY_3,0,0,CT-WEB
202608,PERSONALLOAN,RTL,RPPL,1.0,PDP PAGE VIEW,RPPL_FUW,JOURNEY_3,1,1,CT-WEB
202608,PERSONALLOAN,RTL,RPL_GIN,4.1,PERSONAL DETAILS PAGE SUBMIT > WITH ERROR -WITH EP_ERROR_MESSAGE,RPL_STP,DPAOP3,3,2,APP
202608,PERSONALLOAN,RTL,RPPL,22.0,KYC_DETAILS_PAGE,RPPL_FUW,JOURNEY_3,10,6,CT-WEB
202608,PERSONALLOAN,RTL,RPL_GIN,23.0,APPROVED LOAN SUMMARY PAGE VIEWED,RPL_STP,JOURNEY_3,3,3,APP
202608,PERSONALLOAN,RTL,RPL_FULL_UW,1.1,PDP PAGE VIEW > WITH ERROR,RPL_FULL_UW,JOURNEY_3,1,1,APP
202608,PERSONALLOAN,RTL,RPL_GIN,2.0,PDP PAGE > START NEW APPLICATION,RPL_STP,JOURNEY_3,2,1,APP
202608,PERSONALLOAN,RTL,RPPL,26.0,APPLICATION SUBMITTED SUCCESSFULLY,RPPL_FUW,JOURNEY_3,8,6,CT-WEB
